,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
1681, Có,5 pn, MS293739,,"Sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch",,4 t, 30 m,Sổ Đỏ, Có, 7.5 m,https://nhadat24h.net.vn/storage/product/16635/20231017-092957-1697511147999.jpg, Có, Bán Nhà Mặt Phố Bích Câu Quận Đống Đa. 30m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh Giá Chốt Bất Ngờ. 5532, Không,13300000000, 15 m,"Đường Bích Câu, Cát Linh", Không,Bán Nhà Mặt Phố Bích Câu Quận Đống Đa. 30m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh Giá Chốt Bất Ngờ. 5532,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-bich-cau-quan-dong-da-30m-nhinh-13-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-nhanh-gia-chot-bat-ngo-5532/293739, 30 m, 4 m,Cát Linh,Đống Đa,Hà Nội,Bích Câu
1682, Có,12 pn, MS293748,,"- Gọi 0987,063.288 xem nhà và làm giá",Đông,3 t, 205 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/13473/373625239-6280313305410789-6528211475388170912-n.jpg, Có," CHỦ BÁN CĂN VINACONEX 1 KHUẤT DUY TIẾN, THANH XUÂN, HÀ NỘI 205M 4 NGỦ 2 WC GIÁ 6 TỶ", Không,6000000000, 1 m,"Đường Khuất Duy Tiến, Trung Hòa", Không,"CHỦ BÁN CĂN VINACONEX 1 KHUẤT DUY TIẾN, THANH XUÂN, HÀ NỘI 205M 4 NGỦ 2 WC GIÁ 6 TỶ",0,https://nhadat24h.net.vn/du-an/chu-ban-can-vinaconex-1-khuat-duy-tien-thanh-xuan-ha-noi-205m-4-ngu-2-wc-gia-6-ty/293748, 205 m, 20 m,Trung Hoà,Cầu Giấy,Hà Nội,Khuất Duy Tiến
1683, Không,4 pn, MS293751,,None,,3 t, 43 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/7286/z4968228819880-eb9c49886d1952b13a0aa2fa162ebc78-1.jpg, Có, - BÁN NHÀ THỤY PHƯƠNG . BẮC TỪ LIÊM !!!NHÀ ĐẸP DÂN XÂY !! GẦN CHỢ - KẺ VẼ- DT 43m2 - MT 4m - NHÀ 4 TẦNG GIÁ 3 TỶ, Không,3500000000, 1 m,"Đường Thụy Phương, Thụy Phương", Không,- BÁN NHÀ THỤY PHƯƠNG . BẮC TỪ LIÊM !!!NHÀ ĐẸP DÂN XÂY !! GẦN CHỢ - KẺ VẼ- DT 43m2 - MT 4m - NHÀ 4 TẦNG GIÁ 3 TỶ,0,https://nhadat24h.net.vn/du-an/ban-nha-thuy-phuong-bac-tu-liem-nha-dep-dan-xay-gan-cho-ke-ve-dt-43m2-mt-4m-nha-4-tang-gia-3-ty/293751, 43 m, 4 m,None,None,Hà Nội,None
1684, Không,0, MS293740,,=> LIÊN HỆ SĐT CHÍNH CHỦ : 0388824435,,0, 120 m,Sổ Đỏ, Không, 1 m,https://nhadat24h.net.vn/storage/product/12022/z4967864497609-0fd085fcdca9f4340c80eb43b21b1b4c.jpg, Không, CHÍNH CHỦ CẦN BÁN 2 LÔ MẶT TIỀN  HUYỆN HÀM THUẬN BẮC - XÃ  BÌNH THUẬN, Không,2700000000, 5 m,"Đường Thôn ĐaGuRi, Đa Mi", Không,CHÍNH CHỦ CẦN BÁN 2 LÔ MẶT TIỀN  HUYỆN HÀM THUẬN BẮC - XÃ  BÌNH THUẬN,0,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-2-lo-mat-tien-huyen-ham-thuan-bac-xa-binh-thuan/293740, 120 m, 9 m,Đa Mi,Hàm Thuận Bắc,Bình Thuận,None
1685, Có,4 pn, MS293741,,None,,5 t, 100 m,Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/16535/410321783-3436104419868380-2894089242697631756-n.jpg, Có, Bán nhà mặt tiền đường 32A khu ao sen Tên Lửa 5x20, Không,13800000000, 1 m,"Đường 32a, Bình Trị Đông B", Không,Bán nhà mặt tiền đường 32A khu ao sen Tên Lửa 5x20,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-duong-32a-khu-ao-sen-ten-lua-5x20/293741, 100 m, 5 m,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,Số 32A
1689, Có,1 pn, MS293706,,Sổ đỏ căn nào cũng hậu nở sẵn giao dịch,,1 t, 138 m,Sổ Đỏ, Có, 12.54 m,https://nhadat24h.net.vn/storage/product/11102/25-1686387777691.jpg, Có, Bán Đất Phố Âu Cơ Quận Tây Hồ. 138m Mặt Tiền 11m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Thanh Khoản Nhanh. 5084, Không,13330000000, 9 m,"Đường Âu Cơ, Nhật Tân", Không,Bán Đất Phố Âu Cơ Quận Tây Hồ. 138m Mặt Tiền 11m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Thanh Khoản Nhanh. 5084,0,https://nhadat24h.net.vn/du-an/ban-dat-pho-au-co-quan-tay-ho-138m-mat-tien-11m-nhinh-13-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-can-thanh-khoan-nhanh-5084/293706, 138 m, 11 m,Nhật Tân,Tây Hồ,Hà Nội,Âu Cơ
1690, Có,5 pn, MS293694,,Pháp lý,,11 t, 64 m,Sổ Đỏ, Có, 14.2 m,https://nhadat24h.net.vn/storage/product/11102/z4869141579057-3ddabac0045b20eb6a64dfc3df3328f1.jpg, Có, Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. 64m Xây 5 Tầng Mặt Tiền 4.5m Nhỉnh 14 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Thanh Khoản Nhanh Giá Chốt Bất Ngờ. 5081, Không,14200000000, 20 m,"Đường Âu Cơ, Nhật Tân", Không,Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. 64m Xây 5 Tầng Mặt Tiền 4.5m Nhỉnh 14 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Thanh Khoản Nhanh Giá Chốt Bất Ngờ. 5081,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-au-co-quan-tay-ho-64m-xay-5-tang-mat-tien-45m-nhinh-14-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-muon-thanh-khoan-nhanh-gia-chot-bat-ngo-5081/293694, 64 m, 4.5 m,Nhật Tân,Tây Hồ,Hà Nội,Âu Cơ
1691, Có,2 pn, MS293700,,None,,3 t, 56 m,Sổ Đỏ, Có, 14 m,https://nhadat24h.net.vn/storage/product/6984/ban-nha-duong-45-hiep-binh-chanh-56-m2-6.jpg, Có, Bán nhà gần Phạm Văn Đồng_Hiệp Bình Chánh_Thủ Đức_56m2_Giá chỉ nhỉnh 2 tỷ, Không,2750000000, 2.5 m,"Đường Số 45, Hiệp Bình Chánh", Không,Bán nhà gần Phạm Văn Đồng_Hiệp Bình Chánh_Thủ Đức_56m2_Giá chỉ nhỉnh 2 tỷ,0,https://nhadat24h.net.vn/du-an/ban-nha-gan-pham-van-dong-hiep-binh-chanh-thu-duc-56m2-gia-chi-nhinh-2-ty/293700, 56 m, 4 m,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,None
1692, Không,0, MS293686,,#fptcity #fptplaza #rodoland #fptdanang #fptcomplex ,Bắc,0, 82 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11127/618da9b0bb5912074b482.jpg, Có, HÀNG VIP: Bán căn hộ 3PN 82m2 FPT Plaza1 - View đẹp nhất. Liên hệ: 0905.31.89.88, Không,1950000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,HÀNG VIP: Bán căn hộ 3PN 82m2 FPT Plaza1 - View đẹp nhất. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/hang-vip-ban-can-ho-3pn-82m2-fpt-plaza1-view-dep-nhat-lien-he-0905318988/293686, 82 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
1693, Có,3 pn, MS293665,,Thông tin và hình ảnh chính xác ,,4 t, 55 m,Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/8983/z4968091093121-323b2403ce80c59b56c3fd884d8b25a7.jpg, Có," Bán nhà Ngay Nguyễn Sơn quận Tân Phú 4 x 14- 3T BTCT chỉ  4,5 tỷ TL CC", Không,4500000000, 4 m,"Đường Nguyễn Sơn, Phú Thọ Hòa", Không,"Bán nhà Ngay Nguyễn Sơn quận Tân Phú 4 x 14- 3T BTCT chỉ  4,5 tỷ TL CC",0,https://nhadat24h.net.vn/du-an/ban-nha-ngay-nguyen-son-quan-tan-phu-4-x-14-3t-btct-chi-45-ty-tl-cc/293665, 55 m, 4 m,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,Nguyễn Sơn
1694, Có,3 pn, MS293670,,None,,6 t, 103 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3848/1-37.jpg, Có," ⚜️ SIÊU RẺ - NHÀ PHỐ THÁI THỊNH, Ô TÔ, NGÕ THÔNG, 103M2 3T MT 5.8M, CHỈ 14 TỶ ⚜️", Không,14000000000, 10 m,"Đường Thái Thịnh, Thịnh Quang", Không,"⚜️ SIÊU RẺ - NHÀ PHỐ THÁI THỊNH, Ô TÔ, NGÕ THÔNG, 103M2 3T MT 5.8M, CHỈ 14 TỶ ⚜️",0,https://nhadat24h.net.vn/du-an/sieu-re-nha-pho-thai-thinh-o-to-ngo-thong-103m2-3t-mt-58m-chi-14-ty/293670, 103 m, 5.8 m,Thịnh Quang,Đống Đa,Hà Nội,Thái Thịnh
1695, Không,0, MS293669,,None,,0, 40 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/, Có," 6 TẦNG THANG MÁY, MỚI ĐẸP NHẬN NHÀ Ở NGAY, SAU 1 NHÀ MẶT PHỐ, Ô TÔ ĐỖ TẬN CỬA 40M2, MT 4.8M, Giá Chào 8.9", Không,0, 1 m,"Đường Cù Chính Lan, Khương Trung", Không,"6 TẦNG THANG MÁY, MỚI ĐẸP NHẬN NHÀ Ở NGAY, SAU 1 NHÀ MẶT PHỐ, Ô TÔ ĐỖ TẬN CỬA 40M2, MT 4.8M, Giá Chào 8.9",0,https://nhadat24h.net.vn/du-an/6-tang-thang-may-moi-dep-nhan-nha-o-ngay-sau-1-nha-mat-pho-o-to-do-tan-cua-40m2-mt-48m-gia-chao-89/293669, 40 m, 0 m,Khương Trung,Thanh Xuân,Hà Nội,Cù Chính Lan
1696, Có,2 pn, MS293666,,Sổ đỏ chính chủ vuông đẹp.,,2 t, 57 m,Sổ Đỏ, Có, 14.25 m,https://nhadat24h.net.vn/storage/product/11106/z4885824088293-cfcea1444b9e55ad752c1a0e1a593247.jpg, Có, Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 57m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. Giá Chốt Bất Ngờ. 5180, Không,15600000000, 11 m,"Đường Vũ Ngọc Phan, Láng Hạ", Không,Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 57m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. Giá Chốt Bất Ngờ. 5180,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-vu-ngoc-phan-quan-dong-da-57m-nhinh-15-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-ban-gia-chot-bat-ngo-5180/293666, 57 m, 4 m,Láng Hạ,Đống Đa,Hà Nội,Vũ Ngọc Phan
1697, Có,5 pn, MS293662,,"Sổ nở hậu, sẵn sàng giao dịch ngay.",,4 t, 44 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/11102/z4869129093120-d0f811eaae602e3e42c3a7ae179285b9.jpg, Có, Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. 44m Xây 5 Tầng Nhỉnh 12 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh Giá Chốt Bất Ngờ. 5067, Không,12100000000, 20 m,"Đường Âu Cơ, Nhật Tân", Không,Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. 44m Xây 5 Tầng Nhỉnh 12 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh Giá Chốt Bất Ngờ. 5067,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-au-co-quan-tay-ho-44m-xay-5-tang-nhinh-12-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-nhanh-gia-chot-bat-ngo-5067/293662, 44 m, 4 m,Nhật Tân,Tây Hồ,Hà Nội,Âu Cơ
1698, Có,4 pn, MS293643,,Tầng 4: P. Thờ + sân phơi,,3 t, 79 m,Sổ Đỏ, Có, 12.5 m,https://nhadat24h.net.vn/storage/product/11102/z4869121452769-e84f1553860ff67e388b46ef7d4ca15b.jpg, Có, Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. Sổ 79m Thực Tế 90m Mặt Tiền 6.3m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Bán Nhanh Giá Chốt Bất Ngờ. 5062, Không,15200000000, 20 m,"Đường Âu Cơ, Nhật Tân", Không,Bán Nhà Mặt Phố Âu Cơ Quận Tây Hồ. Sổ 79m Thực Tế 90m Mặt Tiền 6.3m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Bán Nhanh Giá Chốt Bất Ngờ. 5062,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-au-co-quan-tay-ho-so-79m-thuc-te-90m-mat-tien-63m-nhinh-15-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-muon-ban-nhanh-gia-chot-bat-ngo-5062/293643, 79 m, 6.3 m,Nhật Tân,Tây Hồ,Hà Nội,Âu Cơ
1699, Có,6 pn, MS293639,,Sổ đỏ chính chủ nở hậu,,8 t, 74 m,Sổ Đỏ, Có, 18.5 m,https://nhadat24h.net.vn/storage/product/11106/z4885831410558-11717d937dd0d58d72de58517fd2494c.jpg, Có, Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 74m Xây 6 Tầng Mặt Tiền 4m Nhỉnh 16 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán Lo Việc Gia Đình. 5211, Không,16300000000, 9 m,"Đường Vũ Ngọc Phan, Láng Hạ", Không,Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 74m Xây 6 Tầng Mặt Tiền 4m Nhỉnh 16 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán Lo Việc Gia Đình. 5211,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-vu-ngoc-phan-quan-dong-da-74m-xay-6-tang-mat-tien-4m-nhinh-16-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-ban-lo-viec-gia-dinh-5211/293639, 74 m, 4 m,Láng Hạ,Đống Đa,Hà Nội,Vũ Ngọc Phan
1700, Có,2 pn, MS293636,,None,,2 t, 61 m,Sổ Hồng, Có, 15 m,https://nhadat24h.net.vn/storage/product/16053/1-7.jpg, Có," NHÀ 2 TẦNG ĐẸP - TĂNG NHƠN PHÚ B- -SÁT MẶT TIỀN- 61M2-4,2 TỶ-GẦN NGÃ TƯ THỦ ĐỨC – BÁN NHÀ GẤP", Không,4200000000, 4 m,"Đường Tăng Nhơn Phú, Tăng Nhơn Phú B", Không,"NHÀ 2 TẦNG ĐẸP - TĂNG NHƠN PHÚ B- -SÁT MẶT TIỀN- 61M2-4,2 TỶ-GẦN NGÃ TƯ THỦ ĐỨC – BÁN NHÀ GẤP",0,https://nhadat24h.net.vn/du-an/nha-2-tang-dep-tang-nhon-phu-b-sat-mat-tien-61m2-42-ty-gan-nga-tu-thu-duc-ban-nha-gap/293636, 61 m, 4.3 m,Tăng Nhơn Phú B,9,Hồ Chí Minh,None
1701, Có,7 pn, MS293597,,"Thang máy, thang bộ và wc thiết kế hoàn toàn ở phía sau, để lại không gian khoảng 35m2 từ 1-7 làm phòng rộng, full điều hoà 24000, thiết bị vệ sinh cao cấp, điện thông minh, lưới điện 3 pha, chủ để lại toàn bộ nội thất",,7 t, 57 m,Sổ Đỏ, Có, 14.25 m,https://nhadat24h.net.vn/storage/product/16635/z4902726630824-7d82d667192fa7c798cb302300fd7996.jpg, Có, Bán Nhà Phố Đông Tác Quận Đống Đa. 57m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. 5197, Không,15400000000, 7 m,"Đường Đông Tác, Kim Liên", Không,Bán Nhà Phố Đông Tác Quận Đống Đa. 57m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. 5197,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-dong-tac-quan-dong-da-57m-nhinh-15-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-ban-5197/293597, 57 m, 4 m,Kim Liên,Đống Đa,Hà Nội,Đông Tác
1703, Có,6 pn, MS293596,,"Sổ đỏ đẹp, pháp lý rõ ràng. Sẵn sàng giao dịch.",,9 t, 100 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/11106/i-1684245575565.jpg, Có, Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 100m Xây 6 Tầng Mặt Tiền 10m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Giá Chốt Bất Ngờ. 5437, Không,10100000000, 9 m,"Đường Vũ Ngọc Phan, Láng Hạ", Không,Bán Nhà Phố Vũ Ngọc Phan Quận Đống Đa. 100m Xây 6 Tầng Mặt Tiền 10m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Giá Chốt Bất Ngờ. 5437,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-vu-ngoc-phan-quan-dong-da-100m-xay-6-tang-mat-tien-10m-nhinh-10-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-gap-gia-chot-bat-ngo-5437/293596, 100 m, 10 m,Láng Hạ,Đống Đa,Hà Nội,Vũ Ngọc Phan
1705, Có,2 pn, MS293592,,+ Sổ đã hoàn công.,,3 t, 74 m,Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16260/z4968655590103-24c41833a24bd56a5908e627458fea72.jpg, Có, BÁN NHÀ GẦN LÃ XUÂN OAI - TĂNG NHƠN PHÚ A - THỦ ĐỨC 74M2 [ 4.2 X 18 ] 2 TẦNG - 3PN - 3WC - HỂM XE HƠI -NHÀ HOÀN CÔNG  [ GIÁ 5.4 TỶ ], Không,5400000000, 6 m,"Đường 182, Tăng Nhơn Phú A", Không,BÁN NHÀ GẦN LÃ XUÂN OAI - TĂNG NHƠN PHÚ A - THỦ ĐỨC 74M2 [ 4.2 X 18 ] 2 TẦNG - 3PN - 3WC - HỂM XE HƠI -NHÀ HOÀN CÔNG  [ GIÁ 5.4 TỶ ],0,https://nhadat24h.net.vn/du-an/ban-nha-gan-la-xuan-oai-tang-nhon-phu-a-thu-duc-74m2-42-x-18-2-tang-3pn-3wc-hem-xe-hoi-nha-hoan-cong-gia-54-ty/293592, 74 m, 4.2 m,Tăng Nhơn Phú A,9,Hồ Chí Minh,None
1707, Không,0, MS293617,,"Quý khách quan tâm dự án FPT, căn hộ FPT Plaza hãy liên hệ:",Đông,0, 72 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11128/01a7faa2fc5f55010c4e13.jpg, Có, Đầu tư FPT Plaza 2 KHÔNG THỂ bỏ qua căn 2PN này. Liên hệ: 0905.31.89.88, Không,1850000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,Đầu tư FPT Plaza 2 KHÔNG THỂ bỏ qua căn 2PN này. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/dau-tu-fpt-plaza-2-khong-the-bo-qua-can-2pn-nay-lien-he-0905318988/293617, 72 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
1709, Không,0, MS293618,,None,Đông,0, 138 m,Sổ Đỏ, Không, 18 m,https://nhadat24h.net.vn/storage/product/16857/9b0b956c97903ece678187.jpg, Không, Bán đất FPT Đà Nẵng - Trục Bắc Nam - Giá tốt nhất dự án. LH 0905.31.89.88, Không,4300000000, 35 m,"Đường Nam Kỳ Khởi Nghĩa, Hòa Hải", Không,Bán đất FPT Đà Nẵng - Trục Bắc Nam - Giá tốt nhất dự án. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-dat-fpt-da-nang-truc-bac-nam-gia-tot-nhat-du-an-lh-0905318988/293618, 138 m, 7.5 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,Nam Kỳ Khởi Nghĩa
1710, Không,0, MS293616,,None,Nam,0, 68 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16862/01a7faa2fc5f55010c4e13.jpg, Có, GẤP: BÁN CĂN GÓC RẺ NHẤT FPT PLAZA 2. LH 0905.31.89.88, Không,1750000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,GẤP: BÁN CĂN GÓC RẺ NHẤT FPT PLAZA 2. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/gap-ban-can-goc-re-nhat-fpt-plaza-2-lh-0905318988/293616, 68 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
1711, Có,6 pn, MS293611,,Sổ đỏ phân lô vuông vắn chủ thiện chí giá chốt linh hoạt,,3 t, 44 m,Sổ Đỏ, Có, 9.26 m,https://nhadat24h.net.vn/storage/product/11102/z4869118129111-fe8d9e6ebbbdf8119ef2d6644980cd43.jpg, Có, Bán Nhà Phố Âu Cơ Quận Tây Hồ. 44m Xây 6 Tầng Mặt Tiền 4.75m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh. 5052, Không,10300000000, 7 m,"Đường Âu Cơ, Nhật Tân", Không,Bán Nhà Phố Âu Cơ Quận Tây Hồ. 44m Xây 6 Tầng Mặt Tiền 4.75m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Nhanh. 5052,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-au-co-quan-tay-ho-44m-xay-6-tang-mat-tien-475m-nhinh-10-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-nhanh-5052/293611, 44 m, 4.75 m,Nhật Tân,Tây Hồ,Hà Nội,Âu Cơ
1713, Có,8 pn, MS293608,,sổ vuông A4 sẵn sàng giao dịch,,8 t, 98 m,Sổ Đỏ, Có, 11.67 m,https://nhadat24h.net.vn/storage/product/16634/z4855002117981-083d25533f38864bf3013d180951e4d0.jpg, Có, Bán Đất Phố Lạc Long Quân Quận Tây Hồ. 98m Mặt Tiền 8.4m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Bán Nhanh Giá Chốt Bất Ngờ. 5065, Không,15500000000, 9 m,"Đường Lạc Long Quân, Xuân La", Không,Bán Đất Phố Lạc Long Quân Quận Tây Hồ. 98m Mặt Tiền 8.4m Nhỉnh 15 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Muốn Bán Nhanh Giá Chốt Bất Ngờ. 5065,0,https://nhadat24h.net.vn/du-an/ban-dat-pho-lac-long-quan-quan-tay-ho-98m-mat-tien-84m-nhinh-15-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-muon-ban-nhanh-gia-chot-bat-ngo-5065/293608, 98 m, 8.4 m,Xuân La,Tây Hồ,Hà Nội,Lạc Long Quân
1715, Có,3 pn, MS293580,,None,,3 t, 31 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9406/z4960175444904-ccfbe8e2c30cc65f132c7edbdbc25fc3.jpg, Có," nhà Nguyễn Xiển ô tô chạy quanh nhà chỉ 5,4 tỷ", Không,5400000000, 5 m,"Đường Nguyễn Xiển, Hạ Đình", Không,"nhà Nguyễn Xiển ô tô chạy quanh nhà chỉ 5,4 tỷ",0,https://nhadat24h.net.vn/du-an/nha-nguyen-xien-o-to-chay-quanh-nha-chi-54-ty/293580, 31 m, 0 m,Hạ Đình,Thanh Xuân,Hà Nội,Nguyễn Xiển
1716, Có,1 pn, MS293578,,None,,1 t, 53 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9406/z4957308749581-066ad9f8ed4b7ed7315dbaf13544111e.jpg, Có," Bán đất Kim Giang, đường ô tô tránh, kinh doanh sầm uất", Không,6900000000, 6 m,"Đường Kim Giang, Đại Kim", Không,"Bán đất Kim Giang, đường ô tô tránh, kinh doanh sầm uất",0,https://nhadat24h.net.vn/du-an/ban-dat-kim-giang-duong-o-to-tranh-kinh-doanh-sam-uat/293578, 53 m, 0 m,Đại Kim,Hoàng Mai,Hà Nội,Kim Giang
1717, Không,0, MS293550,,None,,0, 45 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16361/369691334-1075189736950915-2300856255111810869-n.jpg, Có," Bán nhà Thanh Lân, Thanh Đàm 45m 5 tầng 4 tỷ nhỉnh nhẹ", Không,4450000000, 3.5 m,"Đường Thanh Lân, Lĩnh Nam", Không,"Bán nhà Thanh Lân, Thanh Đàm 45m 5 tầng 4 tỷ nhỉnh nhẹ",0,https://nhadat24h.net.vn/du-an/ban-nha-thanh-lan-thanh-dam-45m-5-tang-4-ty-nhinh-nhe/293550, 45 m, 0 m,Lĩnh Nam,Hoàng Mai,Hà Nội,Thanh Lân
1719, Không,3 pn, MS293543,,None,,4 t, 90 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/11013/t726t82h1.jpg, Có," Bán Nhà Tô Ký, Trung Mỹ Tây- 90m2- 3 Tầng - Ngang 5m Hiếm - Hẻm xe hơi - Hơn 6 TỶ", Không,6500000000, 5 m,"Đường Tô Ký, Trung Mỹ Tây", Không,"Bán Nhà Tô Ký, Trung Mỹ Tây- 90m2- 3 Tầng - Ngang 5m Hiếm - Hẻm xe hơi - Hơn 6 TỶ",0,https://nhadat24h.net.vn/du-an/ban-nha-to-ky-trung-my-tay-90m2-3-tang-ngang-5m-hiem-hem-xe-hoi-hon-6-ty/293543, 90 m, 5.3 m,Trung Mỹ Tây,12,Hồ Chí Minh,Tô Ký
